complaint_text,officer_behaviour,amount
"Straight aagi heltidru INR 15,000 kodo Revenue office nalli, illadre file close aagthade",Bad,20000
"Clearly Police station mein paisa expect kar rahe hain, hints bahut obvious hain",Bad,0
"Dila INR 2,500 Municipal office madhye khud, section officer ne ishaara kela hota",Bad,1500
"Bega aaytu Revenue office nalli, yenu hassle illa, staff member decent aagidru",Good,0
"GST office ke bahar dalal khade hain, supervisor ne hi bheja lagta hai",Bad,0
"INR 6,000 diye Revenue office mein apni marzi se, warna aur mahine nikal jaate",Bad,1200
Neutral,Neutral,0
"Paid INR 6,000 at RTO under direct threat, will file RTI complaint now",Bad,3000
"Visited Building permit office four times, file hasn't moved, no reason ever given",Bad,0
"Bribe of INR 30,000 demanded at Health department openly in cash, no receipt was given",Bad,45000
Genuinely impressed by how Fire NOC office officer handled my documents honestly,Good,0
"RTO nalli documents bega process aadvu, head clerk cooperative aagidru",Good,0
Kaam ho gaya Drug control department mein lekin bahut unnecessary time laga,Neutral,0
"duty officer Health department mein seedha nahi bolta, aankh maarta hai — hint lagta hai",Bad,0
"Paid INR 1,200 and work done in 10 minutes at Water board — that says everything",Bad,1500
"head clerk straight aagi maadidru, extra paisa expect maadlilla bilkul",Good,0
"supervisor at Land registration threatened to cancel my file unless I paid INR 10,000 immediately",Bad,1200
"staff member ne Health department madhye broker la door kela, swatah help kela — respect",Good,0
Demanded INR 800 at Land registration before even looking at my documents,Bad,20000
"Kya karein, INR 50,000 de ke nipta liya RTO mein 😞",Bad,7000
"Paid INR 12,000 at RTO voluntarily because nothing was going to move otherwise",Bad,1200
"Dhamki deta INR 15,000 ghetla BBMP madhye, chukeeche ahe",Bad,1200
"inspector naanu nodi nakkidru Income tax office nalli, hint aagtha itha directly helbilla",Bad,0
"Smooth experience at Trade licence office, really deserves recognition for honest work",Good,0
Frustrated with Building permit office — officer is clearly waiting but won't say for what,Bad,0
The duty officer at RTO handled my case after I followed up five times,Neutral,0
Neither great nor bad — Panchayat office just about managed to do their job,Neutral,0
"INR 1,000 diye Land registration mein apni marzi se, warna aur mahine nikal jaate",Bad,1000
"INR 30,000 extorted at Police station in the name of processing fees — shameless 😡",Bad,6000
"Straight aagi heltidru INR 10,000 kodo RTO nalli, illadre file close aagthade",Bad,15000
"duty officer screamed at me when I refused, then demanded INR 1,000 again loudly",Bad,20000
The desk officer at Water board guided me through every step without expecting anything,Good,0
"Everything was transparent at Taluk office, desk officer did not delay my file at all",Good,0
"Gave INR 30,000 at Panchayat office after officer rejected my correct documents twice",Bad,1200
The inspector at RTO handled my case after I followed up five times,Neutral,0
"section officer at Drug control department said bring INR 25,000 tomorrow or forget the entire application",Bad,1500
"Directly cash kettaanganu Taluk office la, INR 40,000 kuduthen",Bad,1000
"staff member at Employment exchange said bring INR 18,000 tomorrow or forget the entire application",Bad,7000
"officer seedha INR 18,000 kettikaattu Forest department la, illati reject pannuven nu sonnaar",Bad,30000
Rare clean governance — Passport office section officer did the work on time 🙏,Good,0
"Taluk office nalli documents bega process aadvu, staff member cooperative aagidru",Good,0
"Okay experience at Health department, senior officer was busy and barely acknowledged me",Neutral,0
inspector at Health department said technical issue every visit — same excuse for 2 months,Bad,0
Visited Police station — section officer was honest and work was done quickly,Good,0
"Demanded INR 4,000 at Trade licence office before even looking at my documents",Bad,2500
"INR 30,000 demanded before stamp at Employment exchange — this is not how it should work",Bad,7000
"Bold aagi cash demand maadidru Passport office nalli, camera irthittu kuda",Bad,1200
"Average experience at Labour department, staff member processed my file eventually",Neutral,500
"head clerk at Fire NOC office said pay INR 6,000 or come back in six months",Bad,1000
"inspector straight aagi maadidru, extra paisa expect maadlilla bilkul",Good,0
Broker kitta poi paaru nu supervisor sonna maari irukku Health department la,Bad,0
"Forced to pay INR 40,000 at Fire NOC office, head clerk had no fear of CCTV at all",Bad,2000
"senior officer cash INR 4,000 thagolli anthu Water board nalli, bayam haakidru",Bad,1200
"supervisor direct ga INR 30,000 adige Health department lo, lekapote reject antaadu",Bad,6000
"section officer hint ichhaaru Panchayat office lo, direct ga cheppaledu — artham ayyindi",Bad,0
"Surprisingly smooth experience at Education department, clerk was very professional",Good,0
The inspector at Fire NOC office was slow but at least no bribe was demanded,Neutral,0
"Dabaav mein diya INR 50,000 Police station mein, desk officer bilkul nahi dara",Bad,40000
"Seedha bola Taluk office mein INR 6,000 do ya ghar jao — itna bold tha inspector",Bad,500
Manchiga ✅,Good,0
senior officer at RTO referred me to senior for a completely simple request — stalling,Bad,0
"The head clerk at Education department demanded INR 40,000 openly with absolutely zero shame",Bad,40000
"Dhamki deta INR 500 ghetla Ration PDS office madhye, chukeeche ahe",Bad,5000
"Land registration mein clean experience, inspector ne koi paisa nahi manga",Good,0
"Clearly something is expected at Social welfare office, the hints were very obvious to me",Bad,0
"INR 1,500 extorted at Collectorate in the name of processing fees — shameless 😡",Bad,5000
"Paid INR 800 at BESCOM under force, filing a complaint with vigilance now",Bad,2000
staff member at Labour department said bring all originals again — they already have them,Bad,0
"INR 40,000 kela maadidru openly Labour department nalli, yenu lajja illa avrige",Bad,18000
"Bribe of INR 10,000 demanded at Municipal office openly in cash, no receipt was given",Bad,4000
"INR 2,000 swayamaa kuduthen Building permit office la, system ippadi taan irukku 😞",Bad,2000
Happy ahe,Good,0
"The inspector at Employment exchange demanded INR 10,000 openly with absolutely zero shame",Bad,6000
Got my documents processed at Social welfare office with no bribe and no drama,Good,0
"Water board ke bahar dalal khade hain, senior officer ne hi bheja lagta hai",Bad,0
"duty officer naanu nodi nakkidru Building permit office nalli, hint aagtha itha directly helbilla",Bad,0
"head clerk directly INR 10,000 kela maade BBMP nalli, illadre reject anthu",Bad,500
Rare honest officer mila Land registration mein — salute karta hoon 🫡,Good,0
"Paid INR 2,500 at Collectorate under force, filing a complaint with vigilance now",Bad,40000
"INR 6,000 voluntarily kotte Education department nalli, ashtu kashta padrodu beda anthu 😞",Bad,1200
section officer at Land registration said technical issue every visit — same excuse for 2 months,Bad,0
"Paid INR 12,000 and my file was immediately processed at Taluk office — obvious corruption",Bad,800
"INR 3,000 voluntarily kotte Employment exchange nalli, ashtu kashta padrodu beda anthu 😞",Bad,3000
"Gave INR 18,000 on my own at Panchayat office after months of completely deliberate delay",Bad,4000
Rare clean governance — Passport office staff member did the work on time 🙏,Good,0
Paisa kodo illadidre docs lost aagthave anthu supervisor direct aagi heltidru Taluk office nalli,Bad,5000
section officer ne Passport office mein sab sahi se kiya bina ek rupaya liye,Good,0
The clerk at Land registration guided me through every step without expecting anything,Good,0
"section officer cash INR 15,000 thagolli anthu GST office nalli, bayam haakidru",Bad,15000
"What else could I do — paid INR 25,000 at Education department and tried to move on 😞",Bad,15000
"Cash demand of INR 6,000 made openly at BESCOM in front of other people",Bad,1500
"head clerk seedha INR 4,000 kettikaattu Building permit office la, illati reject pannuven nu sonnaar",Bad,15000
The desk officer at Social welfare office was okay — not rude but not helpful either,Neutral,0
"desk officer ne Building permit office madhye broker la door kela, swatah help kela — respect",Good,0
The clerk at Health department turned away my agent and helped me directly instead,Good,0
"INR 2,500 diye Drug control department mein apni marzi se, warna aur mahine nikal jaate",Bad,800
"Was told to pay INR 30,000 at Health department or my application would be rejected",Bad,800
The supervisor at Employment exchange helped me fix the rejection reason and resubmit for free,Good,0
"Paid INR 20,000 at Municipal office under direct threat, will file RTI complaint now",Bad,800
"Was told to pay INR 2,000 at Ration PDS office or my application would be rejected",Bad,3000
"Demanded INR 1,200 at Drug control department before even looking at my documents",Bad,15000
"duty officer direct ga INR 20,000 adige Drug control department lo, lekapote reject antaadu",Bad,50000
"Kaam jaldi hua RTO mein, desk officer helpful tha aur honest bhi",Good,0
"File yellide gottagalla Health department nalli, duty officer naale baa anthaare 😤",Bad,0
"RTO la velai achu aana romba time eduthuchu, kaaran sollala supervisor",Neutral,0
What else could I do — paid INR 800 at Forest department and tried to move on 😞,Bad,7000
"INR 50,000 ki demand khullam khulla Panchayat office mein, koi sharam nahi 😡",Bad,28000
"Gave INR 6,000 because the waiting game at Fire NOC office was clearly never ending",Bad,25000
"Kya karein, INR 6,000 de ke nipta liya Passport office mein 😞",Bad,18000
"Hint artham chesukoni INR 10,000 ichhanu Income tax office lo, pani ayyindi",Bad,6000
Left Building permit office with a genuine smile — best government employee I have met,Good,0
"staff member screamed at me when I refused, then demanded INR 1,500 again loudly",Bad,2500
"Paid INR 12,000 at Social welfare office under direct threat, will file RTI complaint now",Bad,1500
"Channagi explain maadidru Municipal office nalli, naanu satisfied",Good,0
"senior officer okay aagidru Health department nalli, aadre helpful alla bilkul",Neutral,500
"Demanded INR 20,000 at Passport office before even looking at my documents",Bad,3000
"Told me flat out at BESCOM — pay INR 2,000 or get out of this office now",Bad,1500
"staff member direct ga INR 1,000 adige Social welfare office lo, lekapote reject antaadu",Bad,5000
"Submitted forms at Taluk office, got stamp and signature, work done cleanly",Good,0
"Hint purinjuchu, INR 8,000 kuduthen Revenue office la, velai seekirama achu",Bad,10000
"Khullam khulla INR 5,000 manga Health department mein, koi dar nahi tha staff member ko",Bad,2500
"Building permit office la velai achu aana romba time eduthuchu, kaaran sollala senior officer",Neutral,3000
The inspector explained the whole procedure clearly without hinting at anything,Good,0
"inspector okay ga unnaru Health department lo, helpful kaadu but",Neutral,0
Left Taluk office with a genuine smile — best government employee I have met,Good,0
"clerk screamed at me when I refused, then demanded INR 3,000 again loudly",Bad,3000
"Had no option but to pay INR 10,000 at Employment exchange — desk officer made that very clear",Bad,1500
"INR 1,200 dile naachaar hoton Revenue office la, kahi paryay navhata 😞",Bad,2500
"Paid INR 6,000 and work done in 10 minutes at Building permit office — that says everything",Bad,8000
"staff member ne seedha INR 1,200 magitla Income tax office madhye, nahi tar reject asa sangitla",Bad,18000
"Dhamki deke INR 6,000 le liya Revenue office mein, yeh sahi nahi hai 😡",Bad,3000
"The duty officer kept my file hostage until I paid INR 30,000 at Building permit office",Bad,8000
"INR 1,000 demanded before stamp at BBMP — this is not how it should work",Bad,35000
"The section officer at Labour department demanded INR 1,000 openly with absolutely zero shame",Bad,18000
"officer at Employment exchange was bold enough to demand INR 15,000 with cameras watching",Bad,1000
Genuinely impressed by how BBMP supervisor handled my documents honestly,Good,0
"duty officer ne Police station mein bina kuch liye kaam kar diya, yaar yeh rare hai",Good,0
